[アラーム用辞書]
136,M5,冷凍機2ｵｲﾙﾎﾟﾝﾌﾟ異常,ON,OFF,6,DEV1.M5,1,-1,-1
137,M6,冷凍機1高段圧縮機異常,ON,OFF,6,DEV1.M6,1,-1,-1
138,M7,冷凍機2高段圧縮機異常,ON,OFF,6,DEV1.M7,1,-1,-1
139,M8,冷凍機1低段圧縮機異常,ON,OFF,6,DEV1.M8,1,-1,-1
140,M9,冷凍機2低段圧縮機異常,ON,OFF,6,DEV1.M9,1,-1,-1
141,M10,冷媒ﾎﾟﾝﾌﾟ1異常,ON,OFF,6,DEV1.M10,1,-1,-1
142,M11,冷媒ﾎﾟﾝﾌﾟ2異常,ON,OFF,6,DEV1.M11,1,-1,-1
143,M12,冷媒ﾎﾟﾝﾌﾟ1差圧異常,ON,OFF,6,DEV1.M12,1,-1,-1
144,M13,冷媒ﾎﾟﾝﾌﾟ2差圧異常,ON,OFF,6,DEV1.M13,1,-1,-1
145,M14,温水ﾎﾟﾝﾌﾟ異常,ON,OFF,6,DEV1.M14,1,-1,-1
146,M15,PLC異常,ON,OFF,6,DEV1.M15,1,-1,-1
147,M16,冷凍機1高段異常,ON,OFF,6,DEV1.M16,1,-1,-1
148,M17,冷凍機1低段異常,ON,OFF,6,DEV1.M17,1,-1,-1
149,M18,冷凍機2高段異常,ON,OFF,6,DEV1.M18,1,-1,-1
150,M19,冷凍機2低段異常,ON,OFF,6,DEV1.M19,1,-1,-1
151,M21,新鮮除湿異常,ON,OFF,6,DEV1.M21,1,-1,-1
152,M22,排ｶﾞｽ送風異常,ON,OFF,6,DEV1.M22,1,-1,-1
153,M23,新鮮空調異常,ON,OFF,6,DEV1.M23,1,-1,-1
154,M24,空気送風1異常,ON,OFF,6,DEV1.M24,1,-1,-1
155,M25,空気送風2異常,ON,OFF,6,DEV1.M25,1,-1,-1
156,M26,ﾌﾞﾗﾆﾝﾎﾟﾝﾌﾟ異常,ON,OFF,6,DEV1.M26,1,-1,-1
157,M27,俳風送風異常,ON,OFF,6,DEV1.M27,1,-1,-1
158,M28,給気送風異常,ON,OFF,6,DEV1.M28,1,-1,-1
159,M40,計装空気除湿機異常,ON,OFF,6,DEV1.M40,1,-1,-1
160,M41,冷却塔ﾌｧﾝ異常,ON,OFF,6,DEV1.M41,1,-1,-1
161,M42,中和装置異常,ON,OFF,6,DEV1.M42,1,-1,-1
162,M43,貫流ﾎﾞｲﾗｰ異常,ON,OFF,6,DEV1.M43,1,-1,-1
163,M44,貫流ﾎﾞｲﾗｰﾌﾞﾚｰｶﾄﾘｯﾌﾟ異常,ON,OFF,6,DEV1.M44,1,-1,-1
164,M60,冷凍機1ｵｲﾙﾋｰﾀｰ異常,ON,OFF,6,DEV1.M60,1,-1,-1
165,M61,冷凍機2ｵｲﾙﾋｰﾀｰ異常,ON,OFF,6,DEV1.M61,1,-1,-1
166,M62,空調ﾋｰﾀｰ異常,ON,OFF,6,DEV1.M62,1,-1,-1
167,M63,ﾋｰﾀｰ類ﾄﾘｯﾌﾟ異常,ON,OFF,6,DEV1.M63,1,-1,-1
168,M64,冷却塔凍結防止ﾋｰﾀｰﾄﾘｯﾌﾟ異常,ON,OFF,6,DEV1.M64,1,-1,-1
169,M65,補給水ﾎﾟﾝﾌﾟﾄﾘｯﾌﾟ異常,ON,OFF,6,DEV1.M65,1,-1,-1
170,M66,揚水ﾎﾟﾝﾌﾟﾄﾘｯﾌﾟ異常,ON,OFF,6,DEV1.M66,1,-1,-1
171,M67,新鮮ﾋｰﾀｰﾄﾘｯﾌﾟ,ON,OFF,6,DEV1.M67,1,-1,-1
172,M68,冷却塔ﾋｰﾀｰ過熱異常,ON,OFF,6,DEV1.M68,1,-1,-1
173,M69,冷却水槽ﾚﾍﾞﾙ低下異常,ON,OFF,6,DEV1.M69,1,-1,-1
174,M70,異常予備,ON,OFF,6,DEV1.M70,1,-1,-1
175,M71,異常予備,ON,OFF,6,DEV1.M71,1,-1,-1
176,M80,装置全停止異常発生,ON,OFF,6,DEV1.M80,1,-1,-1
177,M82,ﾕｰﾃｨﾘﾃｨｰ異常発生,ON,OFF,6,DEV1.M82,1,-1,-1
178,M84,熱源異常発生,ON,OFF,6,DEV1.M84,1,-1,-1
179,M86,温度異常有り,ON,OFF,6,DEV1.M86,1,-1,-1
180,M88,各個異常発生,ON,OFF,6,DEV1.M88,1,-1,-1
181,M90,装置異常発生,ON,OFF,6,DEV1.M90,1,-1,-1
182,M92,ﾌﾞｻﾞｰ停止,ON,OFF,6,DEV1.M92,1,-1,-1
183,M94,ﾌﾞｻﾞｰ再度ON,ON,OFF,6,DEV1.M94,1,-1,-1
184,M99,ﾘｾｯﾄ,ON,OFF,6,DEV1.M99,1,-1,-1
185,M100,ﾏｽﾀｰｽｲｯﾁ入,ON,OFF,6,DEV1.M100,1,-1,-1
186,M103,装置停止異常発生,ON,OFF,6,DEV1.M103,1,-1,-1
187,M105,空調ﾌｧﾝ残留運転開始,ON,OFF,6,DEV1.M105,1,-1,-1
188,M107,装置全連動確認,ON,OFF,6,DEV1.M107,1,-1,-1
189,M111,冷却塔凍結防止ﾋｰﾀｰ運転,ON,OFF,6,DEV1.M111,1,-1,-1
190,M113,冷凍機1ｵｲﾙﾋｰﾀｰ運転,ON,OFF,6,DEV1.M113,1,-1,-1
191,M115,冷凍機2ｵｲﾙﾋｰﾀｰ運転,ON,OFF,6,DEV1.M115,1,-1,-1
192,M117,補給水ﾎﾟﾝﾌﾟ運転,ON,OFF,6,DEV1.M117,1,-1,-1
193,M118,揚水ﾎﾟﾝﾌﾟ運転,ON,OFF,6,DEV1.M118,1,-1,-1
194,M119,ﾋｰﾀｰ類運転,ON,OFF,6,DEV1.M119,1,-1,-1
195,M120,ﾕｰﾃｨﾘﾃｨｰ運転指令ﾊﾟﾙｽ,ON,OFF,6,DEV1.M120,1,-1,-1
196,M122,遠方ｽｲｯﾁOFF,ON,OFF,6,DEV1.M122,1,-1,-1
197,M124,手元ｽｲｯﾁOFF,ON,OFF,6,DEV1.M124,1,-1,-1
198,M126,ﾕｰﾃｨﾘﾃｨｰ運転起動,ON,OFF,6,DEV1.M126,1,-1,-1
199,M127,ﾕｰﾃｨﾘﾃｨｰ運転開始ﾊﾟﾙｽ,ON,OFF,6,DEV1.M127,1,-1,-1
200,M128,ﾕｰﾃｨﾘﾃｨｰ運転停止受付,ON,OFF,6,DEV1.M128,1,-1,-1
201,M129,ﾕｰﾃｨﾘﾃｨｰ停止動作開始,ON,OFF,6,DEV1.M129,1,-1,-1
202,M131,ﾕｰﾃｨﾘﾃｨｰ運転終了,ON,OFF,6,DEV1.M131,1,-1,-1
203,M140,主試験室選択,ON,OFF,6,DEV1.M140,1,-1,-1
204,M141,前室選択,ON,OFF,6,DEV1.M141,1,-1,-1
205,M142,ﾋｰﾄﾊﾞﾗﾝｽ選択,ON,OFF,6,DEV1.M142,1,-1,-1
206,M145,主室ﾀﾞﾝﾊﾟｰ開,ON,OFF,6,DEV1.M145,1,-1,-1
207,M147,主室ﾀﾞﾝﾊﾟｰ閉,ON,OFF,6,DEV1.M147,1,-1,-1
208,M150,計装空気圧縮機運転,ON,OFF,6,DEV1.M150,1,-1,-1
209,M152,計装空気除湿機運転,ON,OFF,6,DEV1.M152,1,-1,-1
210,M154,計装空気圧ON確認,ON,OFF,6,DEV1.M154,1,-1,-1
211,M160,冷却水ﾎﾟﾝﾌﾟ運転,ON,OFF,6,DEV1.M160,1,-1,-1
212,M162,冷却水ﾎﾟﾝﾌﾟ圧力確認,ON,OFF,6,DEV1.M162,1,-1,-1
